user_id,session_id,timestamp,interaction_type,query_length,response_time,user_rating,error_occurred,industry,location,subscription_level
259,134,4/6/2024 18:09,error,93,2.780761572,4,FALSE,finance,"Kennethberg, Uruguay",free
260,155,1/30/2024 5:51,query,16,2.843656814,1,TRUE,healthcare,"Port Joseph, Heard Island and McDonald Islands",enterprise
261,162,5/24/2024 11:03,error,40,1.807429176,5,TRUE,education,"South Robin, Northern Mariana Islands",enterprise
262,199,9/6/2024 19:50,feedback,95,1.224621862,2,FALSE,healthcare,"Robertborough, Iraq",premium
263,120,7/15/2024 5:18,query,74,2.633140092,2,FALSE,finance,"East Samanthaburgh, Panama",free
264,194,5/23/2024 16:32,error,70,2.972293757,5,TRUE,healthcare,"Gillespieburgh, Luxembourg",premium
265,139,9/12/2024 16:31,feedback,13,2.145960591,1,TRUE,education,"Lake Brandon, Aruba",free
266,161,8/14/2024 12:50,query,84,2.36656342,5,FALSE,finance,"Robertstad, Tokelau",premium
267,110,4/11/2024 19:19,error,62,1.906037914,4,TRUE,finance,"Jasonburgh, Portugal",premium
268,133,8/2/2024 16:44,query,51,1.829891732,2,FALSE,finance,"Lake Matthewshire, Palestinian Territory",enterprise
269,177,6/21/2024 19:43,query,81,2.552848677,5,FALSE,healthcare,"Underwoodtown, Jamaica",enterprise
270,175,7/26/2024 21:23,error,65,1.862676453,1,TRUE,healthcare,"Danielhaven, Cape Verde",enterprise
271,152,2/10/2024 16:28,query,88,2.918304737,2,TRUE,healthcare,"West Teresa, Thailand",premium
272,180,1/18/2024 7:19,feedback,63,2.181089079,1,FALSE,healthcare,"Melissafurt, South Africa",free
273,177,1/1/2024 10:53,feedback,26,1.712409342,5,FALSE,education,"North Robertoshire, Guernsey",enterprise
274,100,1/22/2024 12:57,error,82,2.192249912,2,FALSE,healthcare,"West Amber, Angola",premium
275,118,4/16/2024 8:45,error,19,2.93275831,2,TRUE,finance,"Tanyaborough, Seychelles",premium
276,175,3/18/2024 19:44,feedback,40,2.944649771,2,FALSE,healthcare,"Wongtown, Swaziland",premium
277,176,6/16/2024 10:13,query,11,1.849801415,2,TRUE,healthcare,"Weberside, Croatia",enterprise
278,128,2/15/2024 8:52,error,13,2.957497642,1,FALSE,education,"Port Stevestad, Cocos (Keeling) Islands",free
279,153,3/28/2024 15:13,error,60,2.876424621,3,TRUE,education,"Port Erin, India",free
280,167,7/26/2024 21:13,error,21,1.450572339,2,TRUE,finance,"Millerstad, Germany",enterprise
281,117,6/10/2024 13:47,feedback,59,1.022537164,4,TRUE,education,"East Marvinmouth, Palestinian Territory",free
282,169,3/28/2024 3:00,query,15,2.995978415,4,TRUE,education,"East Colechester, Portugal",premium
283,179,3/6/2024 17:24,feedback,35,1.257481049,1,TRUE,education,"Jeffreyshire, Svalbard & Jan Mayen Islands",free
284,177,1/13/2024 19:48,feedback,99,2.10476694,1,FALSE,healthcare,"North Shellyshire, Uganda",premium
285,142,6/4/2024 17:52,error,87,1.400168525,1,TRUE,education,"Port John, Equatorial Guinea",enterprise
286,198,8/1/2024 2:33,query,55,1.705819653,2,TRUE,healthcare,"West Donna, Lao People's Democratic Republic",free
287,149,1/23/2024 0:17,query,67,2.287523839,2,FALSE,healthcare,"Port Tonytown, Faroe Islands",free
288,124,3/15/2024 22:22,feedback,41,1.121484834,1,FALSE,finance,"New Patrick, Sudan",free
289,162,6/26/2024 4:11,query,54,2.775474255,5,FALSE,finance,"New Scott, Dominican Republic",free
290,181,2/13/2024 0:01,feedback,97,2.98978177,5,FALSE,finance,"North Brendaborough, Mayotte",free
291,102,3/29/2024 22:39,query,57,2.901757939,2,FALSE,finance,"Henryland, Canada",enterprise
292,139,6/11/2024 18:22,feedback,68,2.982611645,1,TRUE,healthcare,"Port Perrybury, Sweden",free
293,125,5/15/2024 10:53,error,12,1.710821645,5,TRUE,healthcare,"Allenchester, Algeria",enterprise
294,156,3/20/2024 23:35,query,69,2.55466996,4,FALSE,healthcare,"Lowebury, Guinea",premium
295,125,5/29/2024 23:43,query,27,1.720572845,2,TRUE,healthcare,"Port John, United States Virgin Islands",free
296,181,6/20/2024 13:47,feedback,14,2.58169984,4,FALSE,healthcare,"Dianamouth, Denmark",free
297,126,1/14/2024 17:04,feedback,72,2.0742845,3,FALSE,finance,"North Carmenchester, British Virgin Islands",enterprise
298,101,5/6/2024 17:51,error,83,1.716472496,4,FALSE,education,"Lake Brandon, Kuwait",enterprise
299,169,1/12/2024 10:21,query,90,2.68173866,3,TRUE,education,"Port Joshua, Croatia",premium
300,131,5/17/2024 9:36,feedback,70,1.614050571,5,FALSE,finance,"Juliebury, Poland",premium
301,128,2/24/2024 21:21,error,88,1.597531049,5,FALSE,education,"Smithmouth, Bolivia",premium
302,125,8/17/2024 23:35,feedback,95,1.621696766,1,TRUE,education,"East Sherrymouth, Liberia",premium
303,133,6/11/2024 19:18,feedback,22,2.030111916,1,FALSE,finance,"New Jefferyton, Canada",free
304,146,3/9/2024 0:17,feedback,56,2.650749088,3,TRUE,education,"Charleshaven, Aruba",enterprise
305,110,8/24/2024 6:20,error,37,2.067117574,2,TRUE,finance,"Johnsonstad, Gibraltar",free
306,104,1/22/2024 8:08,query,50,1.70253507,3,FALSE,healthcare,"West Crystal, Botswana",free
307,184,2/20/2024 12:13,query,49,1.147186196,2,TRUE,education,"East Kelly, Bolivia",free
308,145,9/3/2024 10:30,error,95,1.547939207,4,FALSE,healthcare,"Lake Sharonshire, Kenya",free
309,195,1/28/2024 13:22,feedback,47,1.826008948,2,FALSE,education,"West Josephchester, Pakistan",premium
310,107,5/14/2024 12:18,feedback,33,1.589429034,4,TRUE,finance,"Lake Craig, Bosnia and Herzegovina",enterprise
311,118,5/29/2024 23:16,query,13,2.584749963,1,TRUE,finance,"East Carlberg, Brazil",premium
312,160,1/14/2024 10:03,query,49,2.796874711,4,FALSE,healthcare,"West Joshua, Peru",premium
313,128,9/5/2024 22:39,query,33,1.528659836,5,FALSE,finance,"Judithhaven, Ukraine",premium
314,121,5/8/2024 14:55,query,86,2.653484296,5,TRUE,healthcare,"Michaelton, Belgium",enterprise
315,177,6/19/2024 1:44,feedback,62,2.677570287,4,FALSE,finance,"Rayborough, Central African Republic",premium
316,111,9/1/2024 11:40,error,86,2.653814711,1,TRUE,healthcare,"Lake Andrewburgh, French Southern Territories",free
317,177,2/18/2024 2:02,feedback,32,2.13182893,1,TRUE,education,"Ryanville, United Kingdom",free
318,177,9/12/2024 15:43,feedback,10,1.334108392,1,TRUE,finance,"Estradaland, Liberia",free
319,122,4/22/2024 19:30,error,63,2.49024517,2,FALSE,education,"South John, Mexico",enterprise
320,159,3/27/2024 4:59,error,92,1.098522044,4,FALSE,finance,"East Annette, Benin",enterprise
321,110,7/19/2024 8:25,error,39,1.842630366,1,FALSE,education,"West Sara, Jamaica",enterprise
322,169,6/8/2024 2:09,feedback,83,2.877121286,3,TRUE,education,"Turnerton, French Guiana",premium
323,145,4/22/2024 14:53,error,78,2.320317555,1,TRUE,finance,"New David, Uganda",enterprise
324,124,7/14/2024 8:19,query,30,2.291903798,4,FALSE,healthcare,"Rhondashire, Antarctica (the territory South of 60 deg S)",enterprise
325,142,4/10/2024 19:41,query,59,2.963848919,1,FALSE,healthcare,"Albertfort, Reunion",free
326,187,4/26/2024 22:53,feedback,27,2.079164632,2,FALSE,education,"Hernandezburgh, Lithuania",enterprise
327,123,1/11/2024 21:46,query,37,2.905000804,5,FALSE,education,"West Jonathanchester, Paraguay",free
328,119,8/23/2024 23:33,error,76,1.373816396,2,FALSE,healthcare,"Amandaville, Egypt",free
329,179,6/20/2024 9:28,feedback,51,2.828375268,1,FALSE,healthcare,"East Colefurt, Wallis and Futuna",premium
330,124,9/7/2024 14:39,query,32,1.616545314,5,TRUE,finance,"Kyleburgh, Tokelau",enterprise
331,144,3/5/2024 5:58,feedback,88,2.656444073,5,FALSE,education,"Barbarafort, Tunisia",enterprise
332,167,5/23/2024 20:29,error,24,1.859097927,5,FALSE,healthcare,"Harrisbury, Myanmar",free
333,177,8/8/2024 16:41,query,55,1.649253357,1,FALSE,finance,"Smithland, Guernsey",premium
334,138,6/12/2024 3:41,error,63,2.49545368,3,FALSE,education,"Josephshire, Georgia",free
335,102,7/10/2024 15:54,error,83,2.149729332,5,FALSE,healthcare,"Whitechester, New Zealand",premium
336,108,2/24/2024 2:04,query,81,1.877292322,3,FALSE,healthcare,"Williamtown, Sweden",free
337,191,5/13/2024 15:32,error,42,2.28966669,1,FALSE,healthcare,"Lake Sara, Nicaragua",enterprise
338,151,4/10/2024 13:09,query,48,2.476152738,2,TRUE,education,"New Juan, Equatorial Guinea",free
339,110,5/8/2024 19:34,query,22,1.68951894,4,TRUE,education,"Hannahmouth, Andorra",enterprise
340,176,7/8/2024 5:57,query,74,1.324332167,4,TRUE,education,"Victorshire, Vietnam",free
341,144,9/2/2024 17:50,query,46,2.633240878,3,FALSE,healthcare,"East Tyronemouth, Ethiopia",enterprise
342,161,6/16/2024 0:40,query,67,2.239064735,5,TRUE,finance,"Leeborough, Zimbabwe",enterprise
343,126,4/18/2024 16:05,query,70,1.266452338,4,FALSE,finance,"Port Jimmy, Benin",free
344,115,6/17/2024 5:53,feedback,88,2.492343244,5,TRUE,finance,"Glennshire, Western Sahara",free
345,114,1/6/2024 5:54,feedback,65,1.571256302,1,TRUE,finance,"Lake Angelaborough, Mauritania",enterprise
346,185,5/21/2024 6:06,feedback,40,2.478425556,3,FALSE,healthcare,"Elizabethport, Wallis and Futuna",free
347,130,4/3/2024 11:09,error,58,2.35953176,3,FALSE,finance,"North Kimberly, Rwanda",premium
348,180,4/27/2024 19:19,error,76,2.829046171,3,TRUE,healthcare,"New Kathy, Chile",enterprise
349,151,2/17/2024 23:18,query,75,2.310576412,5,TRUE,education,"Lake Shelby, Panama",premium
350,183,2/28/2024 17:48,error,96,2.107477103,3,FALSE,healthcare,"Williammouth, Gibraltar",premium
351,144,5/30/2024 5:49,feedback,68,1.400606682,1,TRUE,education,"Adamshire, India",free
352,174,5/14/2024 6:48,feedback,30,1.31337586,4,TRUE,healthcare,"Port Taylorside, Eritrea",free
353,136,2/18/2024 14:52,query,23,2.82181511,1,TRUE,healthcare,"Markmouth, Jersey",enterprise
354,145,5/24/2024 19:00,error,16,2.608070786,4,TRUE,education,"West Jasmine, Italy",enterprise
355,144,4/20/2024 6:24,query,64,2.210978018,1,FALSE,education,"Port Debramouth, Samoa",free
356,127,5/6/2024 4:58,feedback,89,1.196527353,3,FALSE,healthcare,"Lake Timothychester, Christmas Island",free
357,136,3/7/2024 4:49,query,37,2.476261698,3,FALSE,healthcare,"Michaelborough, Libyan Arab Jamahiriya",premium
358,160,4/1/2024 12:42,error,93,1.407961096,3,TRUE,education,"Port Maryberg, Morocco",premium
359,168,1/13/2024 8:05,feedback,13,1.418676698,5,TRUE,healthcare,"Garciafort, Qatar",enterprise
360,114,3/3/2024 4:06,feedback,25,1.16889891,3,FALSE,finance,"East Chad, Namibia",premium
361,155,7/18/2024 23:35,error,26,2.480716486,2,FALSE,finance,"Markport, United States Minor Outlying Islands",free
362,109,8/11/2024 9:22,error,71,2.63163269,1,FALSE,education,"Stevenshaven, Guyana",enterprise
363,186,4/10/2024 23:13,feedback,53,2.471801631,2,FALSE,education,"East Amanda, Serbia",free
364,122,3/13/2024 8:49,error,69,1.931574784,3,TRUE,education,"Fergusonburgh, Tanzania",premium
365,139,1/14/2024 1:15,feedback,56,2.348748006,5,TRUE,education,"Pricefort, Equatorial Guinea",enterprise
366,118,8/25/2024 14:38,error,28,1.063024639,5,TRUE,finance,"Scottmouth, Nicaragua",premium
367,163,4/4/2024 15:40,error,58,2.617703416,4,FALSE,education,"Danielstad, Fiji",free
368,189,9/4/2024 13:02,error,40,1.49046243,2,FALSE,finance,"Lake Lisa, Jordan",premium
369,127,6/20/2024 7:09,query,16,2.13842016,1,FALSE,healthcare,"Wilkersonchester, Libyan Arab Jamahiriya",premium
370,142,4/15/2024 10:59,error,46,2.311219612,5,FALSE,finance,"New Melissa, Suriname",free
371,147,4/15/2024 21:02,query,31,2.352949575,3,TRUE,finance,"Lindafort, Azerbaijan",enterprise
372,101,1/26/2024 11:57,error,44,1.706880784,2,FALSE,education,"Ryanport, Syrian Arab Republic",premium
373,137,4/12/2024 2:38,error,76,1.033786531,3,FALSE,education,"West Austin, Northern Mariana Islands",free
374,173,8/6/2024 2:24,feedback,42,1.264578739,1,TRUE,finance,"Bellbury, Lithuania",enterprise
375,175,2/20/2024 1:08,error,81,2.520285243,1,TRUE,education,"Lake Christine, India",free
376,104,6/30/2024 2:51,feedback,32,1.802940237,2,FALSE,education,"Paulbury, Bermuda",free
377,100,1/16/2024 9:52,feedback,98,2.586544345,3,FALSE,finance,"West Alejandra, Cook Islands",free
378,125,1/23/2024 3:53,feedback,65,1.118927599,2,TRUE,finance,"Whiteborough, Romania",enterprise
379,112,7/13/2024 6:09,query,54,1.600000702,2,TRUE,healthcare,"Duncanfurt, Egypt",premium
380,116,4/16/2024 2:23,feedback,83,2.347206304,2,TRUE,finance,"North Davidfort, Belarus",free
381,187,8/2/2024 10:36,feedback,90,2.507363234,5,TRUE,education,"Marisatown, India",premium
382,127,8/5/2024 15:03,feedback,52,2.155223016,5,TRUE,healthcare,"Sandrastad, Guinea-Bissau",premium
383,180,7/14/2024 21:52,query,67,1.401881007,3,TRUE,education,"North Jamie, Tanzania",free
384,197,6/16/2024 9:25,error,75,1.044596905,5,FALSE,education,"Nicoleside, Poland",free
385,160,2/18/2024 1:42,feedback,24,1.458717516,5,FALSE,healthcare,"Jonesshire, Lebanon",enterprise
386,123,9/1/2024 3:25,feedback,45,2.301025844,5,TRUE,healthcare,"Port Jaimeland, Kiribati",free
387,121,5/19/2024 4:05,query,30,2.596669336,1,TRUE,healthcare,"South Antoniochester, Cape Verde",premium
388,161,2/18/2024 17:03,feedback,15,1.235600365,3,TRUE,education,"Carlyside, Macedonia",free
389,104,1/10/2024 14:41,query,47,2.513866957,4,TRUE,education,"Kochmouth, Guinea-Bissau",premium
390,197,2/29/2024 17:18,feedback,20,2.483562756,4,FALSE,education,"Laramouth, Rwanda",premium
391,199,7/9/2024 21:03,feedback,75,2.907293932,1,FALSE,finance,"Lake Kelsey, Haiti",premium
392,158,3/28/2024 10:23,query,94,1.784221305,3,TRUE,education,"Tracieland, Ghana",premium
393,177,2/21/2024 15:43,feedback,39,1.338948754,5,TRUE,healthcare,"South Brian, Iraq",free
394,151,6/21/2024 16:58,query,48,2.902882684,1,TRUE,education,"New Steven, Bolivia",enterprise
395,196,6/21/2024 20:01,query,45,2.992343572,4,TRUE,finance,"East Michael, Malawi",enterprise
396,155,7/13/2024 23:02,query,42,2.793533067,2,TRUE,healthcare,"Stephensmouth, Grenada",enterprise
397,103,2/15/2024 14:20,query,78,1.316297977,2,FALSE,healthcare,"West John, Christmas Island",enterprise
398,172,8/21/2024 2:51,feedback,84,2.995206519,2,FALSE,healthcare,"West Laura, Bermuda",free
399,191,1/26/2024 7:10,error,15,1.056849614,5,FALSE,education,"East Richard, Cook Islands",enterprise
400,131,2/4/2024 4:57,query,58,1.808038017,2,TRUE,finance,"Lynchbury, Saint Martin",free
401,176,8/21/2024 6:50,query,91,2.457539468,3,TRUE,healthcare,"Christophershire, French Southern Territories",enterprise
402,120,8/7/2024 7:10,feedback,25,2.841994599,2,FALSE,education,"Summersfort, Peru",enterprise
403,154,3/23/2024 18:14,query,44,2.636843312,2,TRUE,healthcare,"East David, Portugal",free
404,134,6/16/2024 19:15,error,80,1.052739703,2,TRUE,education,"Ortizview, Kyrgyz Republic",premium
405,173,9/3/2024 5:55,query,17,2.627824123,4,TRUE,education,"South Rebeccaside, Bangladesh",free
406,115,2/27/2024 1:50,error,52,2.420932883,5,TRUE,finance,"Amandaland, Cocos (Keeling) Islands",free
407,129,7/30/2024 2:07,query,40,2.760560296,3,TRUE,education,"Smithburgh, Montserrat",enterprise
408,177,8/16/2024 6:09,feedback,89,2.579357286,2,FALSE,finance,"Brockfort, Guinea-Bissau",enterprise
409,120,8/29/2024 14:26,error,63,1.895573327,5,FALSE,education,"Maloneberg, British Indian Ocean Territory (Chagos Archipelago)",free
410,142,2/7/2024 14:52,error,58,1.333807491,4,TRUE,education,"Tiffanyfort, Cambodia",premium
411,113,8/31/2024 5:18,error,65,1.750331899,2,FALSE,healthcare,"Rebeccaton, Gabon",premium
412,124,9/9/2024 15:36,feedback,37,2.929953866,2,TRUE,education,"Port Carrie, Fiji",premium
413,153,5/31/2024 11:34,feedback,21,1.018874411,2,TRUE,education,"Port Wesleyville, Jordan",premium
414,156,8/1/2024 11:37,query,19,2.205032056,1,TRUE,healthcare,"Ricetown, South Africa",premium
415,165,1/19/2024 22:33,error,42,1.134977337,5,TRUE,healthcare,"Lake Christophertown, Rwanda",free
416,194,3/30/2024 16:55,query,56,2.293825659,5,FALSE,education,"Lawrencemouth, Swaziland",enterprise
417,167,5/17/2024 4:44,feedback,48,2.701740137,2,FALSE,finance,"East Robertmouth, Christmas Island",enterprise
418,152,7/16/2024 21:53,feedback,71,1.740033169,3,FALSE,healthcare,"South Sarah, Guam",premium
419,198,6/4/2024 11:18,query,76,1.993152089,4,TRUE,healthcare,"Kingtown, Congo",premium
420,180,6/4/2024 10:46,feedback,87,2.83611869,2,FALSE,education,"Anthonyland, Cameroon",free
421,161,6/10/2024 1:04,feedback,79,2.40147781,4,TRUE,finance,"Lake Victoria, Congo",enterprise
422,176,8/6/2024 21:52,query,15,2.632551769,1,TRUE,healthcare,"Port Connorland, Thailand",free
423,155,4/23/2024 1:34,query,25,2.793744868,1,FALSE,healthcare,"Lake Meganside, Brunei Darussalam",free
424,168,4/29/2024 6:44,query,96,1.740584957,3,TRUE,finance,"West Eric, Korea",free
425,134,7/20/2024 20:26,error,11,1.915939331,5,TRUE,healthcare,"Lindaborough, New Caledonia",premium
426,186,1/4/2024 11:53,error,93,1.227982326,3,TRUE,finance,"North Joshua, Antigua and Barbuda",premium
427,156,5/27/2024 12:25,error,33,2.43712232,4,TRUE,education,"North William, Ethiopia",premium
428,195,7/24/2024 17:55,error,81,1.939713636,4,FALSE,healthcare,"Kevinton, India",enterprise
429,103,5/4/2024 23:44,error,72,1.848724811,3,FALSE,education,"New John, Libyan Arab Jamahiriya",enterprise
430,107,6/15/2024 21:47,query,81,2.170111203,2,TRUE,finance,"East Lindseystad, Fiji",enterprise
431,175,5/6/2024 14:29,feedback,98,2.41882025,2,TRUE,healthcare,"Cookfort, Saint Helena",enterprise
432,150,7/8/2024 22:49,error,11,1.475738472,3,FALSE,finance,"New Justinport, Palestinian Territory",free
433,162,1/21/2024 0:41,feedback,35,1.049658116,1,FALSE,finance,"East Dianetown, Cyprus",enterprise
434,192,5/24/2024 9:28,feedback,74,2.74681531,4,TRUE,education,"North Alexanderfurt, Aruba",enterprise
435,162,6/4/2024 10:06,feedback,21,1.595360171,4,FALSE,education,"Copelandview, Madagascar",premium
436,100,4/21/2024 4:52,query,35,1.42030216,2,TRUE,healthcare,"Chavezchester, Mayotte",enterprise
437,175,9/8/2024 14:08,query,95,2.803846224,1,TRUE,finance,"Victorview, Cayman Islands",free
438,179,3/22/2024 5:17,feedback,51,2.019933602,5,TRUE,healthcare,"New Susan, Liechtenstein",enterprise
439,193,5/23/2024 1:38,error,64,2.433401543,3,TRUE,healthcare,"Brendaburgh, Swaziland",premium
440,125,6/9/2024 21:17,query,46,1.900331858,4,TRUE,healthcare,"New Jerryview, Gibraltar",free
441,135,2/17/2024 2:47,query,82,1.9474131,4,TRUE,finance,"Robbinsbury, Estonia",premium
442,131,6/22/2024 19:18,error,62,1.841776038,5,TRUE,education,"Millerberg, Guernsey",premium
443,100,7/17/2024 18:56,error,91,2.942239625,1,TRUE,healthcare,"Riveramouth, Singapore",premium
444,102,4/28/2024 13:57,query,24,1.599203127,2,TRUE,education,"New Mandybury, Cape Verde",free
445,130,7/16/2024 10:33,error,72,1.729163923,2,TRUE,healthcare,"Burgessborough, Kazakhstan",premium
446,184,4/14/2024 10:10,feedback,74,1.597595679,3,TRUE,education,"New Rebeccamouth, Gabon",premium
447,126,4/7/2024 23:04,feedback,98,1.1496987,4,FALSE,finance,"Christopherhaven, Trinidad and Tobago",enterprise
448,108,6/8/2024 2:04,query,52,2.45185085,2,TRUE,finance,"East Stevenport, Qatar",enterprise
449,152,7/27/2024 6:03,query,24,2.095460757,5,TRUE,education,"East Renee, Bahamas",enterprise
450,183,6/2/2024 22:06,feedback,12,2.757106057,5,TRUE,healthcare,"Tannerberg, United States Virgin Islands",enterprise
451,111,7/16/2024 12:25,feedback,21,1.73753097,4,FALSE,finance,"Irwinchester, Philippines",free
452,119,3/30/2024 5:26,feedback,11,1.434663344,5,TRUE,finance,"Meganton, Micronesia",premium
453,168,3/24/2024 2:11,query,11,2.744454453,2,TRUE,finance,"Codyhaven, Uganda",premium
454,172,7/18/2024 19:44,error,92,2.063335795,3,TRUE,finance,"South Megan, United Kingdom",enterprise
455,143,3/8/2024 6:07,feedback,58,2.052394485,2,TRUE,finance,"North Troyfort, Sao Tome and Principe",premium
456,142,7/10/2024 21:43,error,44,1.251459044,3,TRUE,education,"Connerborough, Bulgaria",free
457,102,6/12/2024 12:02,feedback,35,1.144798576,1,FALSE,finance,"West Katherineland, Macedonia",premium
458,114,3/27/2024 7:02,error,41,2.040796413,3,TRUE,finance,"Port Clinton, Benin",premium
459,147,7/9/2024 11:31,feedback,29,2.554896757,1,TRUE,healthcare,"Port Brandyland, French Southern Territories",free
460,184,2/20/2024 17:37,query,96,2.042467756,1,TRUE,healthcare,"Patriciafurt, Suriname",free
461,119,5/21/2024 3:34,query,18,1.398700837,4,TRUE,healthcare,"North Kristopherview, Cameroon",premium
462,191,1/17/2024 6:59,feedback,87,2.3990741,4,FALSE,healthcare,"Rebeccaberg, Thailand",free
463,196,6/13/2024 18:22,error,65,2.985807954,4,TRUE,healthcare,"Lake Dennisshire, Swaziland",premium
464,133,6/9/2024 16:29,feedback,98,2.11216189,1,FALSE,finance,"Christinemouth, Japan",enterprise
465,143,4/7/2024 19:01,error,54,2.672961764,3,FALSE,finance,"Solisstad, Benin",enterprise
466,197,1/10/2024 7:00,query,61,2.118381401,4,TRUE,healthcare,"Leblancfort, Panama",premium
467,101,1/15/2024 1:43,query,90,2.266144503,4,FALSE,healthcare,"Ronaldburgh, Sri Lanka",premium
468,199,3/30/2024 18:06,query,65,2.085391348,2,TRUE,finance,"South Michelle, Italy",free
469,108,3/23/2024 19:42,error,47,2.445434764,5,FALSE,education,"West Stephanietown, Slovakia (Slovak Republic)",free
470,186,4/18/2024 12:53,error,53,1.559111373,1,TRUE,healthcare,"Smithside, Cameroon",premium
471,153,1/6/2024 10:28,error,67,2.713467683,3,FALSE,education,"New Gina, Slovakia (Slovak Republic)",premium
472,139,7/26/2024 15:00,query,79,1.480161133,3,TRUE,healthcare,"East Nicholasburgh, Uganda",premium
473,182,3/30/2024 20:28,query,42,2.588825279,1,TRUE,finance,"East Erictown, French Polynesia",free
474,129,8/4/2024 9:05,feedback,46,2.906451223,5,TRUE,finance,"Mitchellport, Uganda",premium
475,167,2/10/2024 7:23,query,23,1.394050152,2,FALSE,finance,"Rebeccafort, French Polynesia",premium
476,102,1/18/2024 14:09,feedback,80,1.42042493,3,TRUE,finance,"Melanieborough, Jamaica",premium
477,163,4/10/2024 8:59,query,90,1.157722024,3,TRUE,education,"Brandonberg, Barbados",premium
478,172,4/6/2024 16:20,query,69,2.520168613,2,TRUE,finance,"North Rebecca, Cambodia",premium
479,197,1/1/2024 10:10,feedback,22,1.078159641,4,FALSE,education,"Samanthaside, Myanmar",premium
480,189,1/20/2024 1:05,error,37,2.339921634,4,FALSE,healthcare,"Port Elizabeth, Central African Republic",enterprise
481,112,1/6/2024 21:41,error,46,1.599955693,3,TRUE,education,"Port Edward, Western Sahara",free
482,176,2/25/2024 2:46,feedback,79,2.566773943,4,TRUE,finance,"New Natalie, Angola",premium
483,131,5/11/2024 2:01,error,69,2.878213718,3,TRUE,education,"South John, Azerbaijan",premium
484,132,8/31/2024 5:39,feedback,92,2.851041378,5,TRUE,healthcare,"Jeffreymouth, Comoros",enterprise
485,125,6/23/2024 6:33,feedback,65,2.015717797,2,FALSE,education,"Tinamouth, Belarus",premium
486,166,1/25/2024 13:36,query,85,1.807953804,2,TRUE,finance,"Adamstown, Costa Rica",enterprise
487,141,2/4/2024 23:44,error,97,2.797903923,1,TRUE,finance,"New Corey, Bhutan",free
488,172,3/30/2024 5:12,error,34,2.567737981,4,FALSE,healthcare,"Lake Stevenstad, Hungary",enterprise
489,126,8/28/2024 0:36,query,88,1.920089822,2,FALSE,healthcare,"Lake Kristen, Pitcairn Islands",enterprise
490,125,1/29/2024 17:56,query,55,1.836930333,3,TRUE,healthcare,"Lake Margaretfurt, Brazil",free
491,159,7/30/2024 21:44,feedback,44,2.191503654,1,FALSE,education,"East Kirk, Saint Vincent and the Grenadines",premium
492,119,3/9/2024 6:30,feedback,96,1.702030591,1,TRUE,finance,"Lake Kevinberg, Cambodia",enterprise
493,139,4/3/2024 22:05,error,40,2.760765459,2,TRUE,healthcare,"West Mark, Guadeloupe",free
494,163,5/3/2024 2:27,feedback,46,1.946725084,3,FALSE,finance,"Tammyfort, Lithuania",premium
495,182,5/25/2024 6:19,query,19,1.374027836,5,FALSE,education,"Moranberg, Slovenia",enterprise
496,187,7/1/2024 0:55,feedback,22,2.57330869,5,TRUE,healthcare,"Port Suzannebury, Belgium",enterprise
497,127,8/21/2024 0:48,query,36,2.115714262,3,TRUE,education,"New Dianehaven, Antarctica (the territory South of 60 deg S)",premium
498,176,7/19/2024 1:26,query,32,2.919506418,3,TRUE,healthcare,"North Derek, Egypt",free
499,149,8/25/2024 15:53,feedback,85,1.544665848,5,FALSE,healthcare,"Fullershire, United Kingdom",free
500,194,3/29/2024 18:54,query,37,2.896141533,1,TRUE,finance,"Ethanton, Central African Republic",free
501,101,5/31/2024 23:03,feedback,94,1.075019398,4,TRUE,education,"East Nathan, France",free
502,108,1/28/2024 11:03,error,61,2.093889322,4,TRUE,finance,"Lake Kellyberg, Nicaragua",free
503,177,7/7/2024 3:12,feedback,93,2.950374908,5,FALSE,healthcare,"Lake Allenport, Holy See (Vatican City State)",enterprise
504,131,4/23/2024 12:27,query,78,1.80668269,5,FALSE,healthcare,"Pacechester, Kiribati",premium
505,194,7/2/2024 20:10,feedback,70,2.025652422,1,TRUE,healthcare,"Banksside, Aruba",enterprise
506,167,5/20/2024 5:19,feedback,64,1.744611083,3,FALSE,finance,"Gregoryton, Martinique",free
507,107,3/13/2024 2:32,feedback,74,2.803072052,5,FALSE,healthcare,"Joneston, Philippines",premium
508,102,9/11/2024 1:53,error,43,2.167455487,5,FALSE,finance,"Richardmouth, Guyana",enterprise
509,192,8/20/2024 16:12,error,97,1.163861063,1,FALSE,finance,"New Christopherfurt, Moldova",free
510,192,6/26/2024 13:51,error,14,2.237732392,4,TRUE,finance,"Davisland, Czech Republic",enterprise
511,107,2/15/2024 13:53,query,42,2.557885557,5,FALSE,education,"Danieltown, Saint Vincent and the Grenadines",enterprise
512,171,1/6/2024 10:18,query,31,1.735308453,2,FALSE,healthcare,"Duncanside, Nepal",premium
513,112,4/6/2024 1:23,query,58,2.101818423,3,TRUE,healthcare,"North Theresa, Iran",enterprise
514,191,1/17/2024 3:40,query,11,1.528606992,4,FALSE,healthcare,"Lake Ashley, Trinidad and Tobago",enterprise
515,196,3/20/2024 22:58,feedback,13,2.45606175,3,TRUE,education,"Debrashire, Korea",premium
516,173,6/22/2024 23:18,feedback,92,2.986552172,4,TRUE,finance,"West Kennethmouth, Cayman Islands",premium
